 "id","13","0","5","14","12"
"VultureInfoLong","（中立阵营）：\n秃鹫通过报告尸体获胜！\n当你报告一具尸体时，如果你的进食冷却时间到了，你会吃掉尸体\n如果你的进食能力仍然处于冷却状态，那么你会正常报告尸体。\n此外，如果达到每轮吃掉的最大尸体数，您将正常报告尸体","(Neutrals):\nAs the Vulture, report bodies to win!\n\nWhen you report a body, if your eat cooldown is up, you'll eat the body (makes it unreportable).\nIf your eat ability is still on cooldown, then you'll report the body normally.\n\nAdditionally, you'll report bodies normally if the maximum bodies eaten per round is reached.","(Злой - Нейтрал):\nСтервятник может репортить трупы для победы!\n\nКогда он репортит труп, если откат съедения истек, он съест труп.\nЕсли его способность есть все еще в откате, он зарепортит труп как обычно.\n\nКроме того, он будет репортить трупы в обычном режиме, если будет достигнуто максимальное количество тел, съеденных за раунд.","",""
"MedusaInfoLong","(中立阵营):\n美杜莎可以像清理尸体一样石化尸体\n无法报告被石化的尸体\n击杀所有人赢得胜利","(Neutrals):\nAs the Medusa, you can stone bodies much like cleaning a body.\nStoned bodies cannot be reported.\n\nKill everyone to win.","(Злой - Нейтрал):\nМедуза может нажать кнопку репорта и превратить труп в камень.\nЭтот труп нельзя будет зарепортить.\nУбейте всех, чтобы победить","",""
"BakerInfoLong","(中立阵营):\n面包师可以分发面包\n每次会议开始时，都会发出信息\n如果面包师完成了任务，当会议召开时，面包师就会变成饥荒","(Neutrals):\nAs the Baker, you give out bread.\nAt the beginning of each meeting, messages will be given out.\n\nIf you finish your tasks, you become Famine when a meeting is called.","(Добрый - Нейтрал):\nПекар раздает хлеб.\nВ начале каждой встречи будут появляться сообщения.\n\nЕсли он закончит свои задания, то станет Голодом в начале встречи","",""
"FamineInfoLong","(中立阵营):\n饥荒会分发毒面包\n如果饥荒没有被驱逐，吃毒面包的人会在会议结束后死亡\n如果饥荒在比赛结束时还存活着，饥荒就会夺取胜利","(Neutrals):\nAs the Famine, you give out poisoned bread.\nPlayers with poisoned bread die at the end of the meeting if the Famine is not exiled.\n\nIf the Famine is alive at the end of the game, they steal the win.","(Злой - Нейтрал):\nГолод раздаёт отравленный хлеб.\nИгроки с отравленным хлебом умирают в конце встречи, если Голод не будет изгнан.\n\nЕсли Голод останется жив в конце игры, то он украдёт победу чьей-то коамнды","",""
"SpiritcallerInfoLong","(中立阵营):\n灵魂召唤者可以把玩家被击杀后变成恶灵\n这些恶灵可以通过短时间冻结其他玩家\n或者阻挡他们的视线来帮助灵魂召唤者获胜\n再或者，恶灵可以给灵魂召唤者一个护盾，短暂地保护灵魂召唤者免受被击杀","(Neutrals):\nAs the Spiritcaller, your victims become Evil Spirits after they die. These spirits can help you win by freezing other players for a short time and/or blocking their vision. Alternatively, the spirits can give you a shield that protects you briefly from an attempted kill.","(Злой - Нейтрал):\nКогда Призыватель убивает игроков, они становятся Злыми Духами. Эти духи могут помочь ему победить, заморозив других игроков на короткое время и/или уменьшить их дальность обзора. Кроме того, Злые Духи могут дать ему щит, который ненадолго защитит его от попытки убийства.","",""
"AmnesiacInfoLong","（中立阵营）：\n作为失忆者，使用玩家的击杀按钮来记住他们的角色。\n如果目标是内鬼，你将成为<b><color=#ff1919>逃亡者</color></b>。\n如果目标是船员，你将成为<b><color=#FFB347>警长</color></b>。\如果目标是被动中立者或未指定的中立杀手，您将成为设置中立身份。\n如果目标是少数人中的中立杀手，你就会成为他们的身份","(Neutrals):\nAs the Amnesiac, use your kill button on a player to remember their role.\n\nIf the target was an Impostor, you'll become a <b><color=#ff1919>Refugee</color></b>.\nIf the target was a crewmate, you'll become a <b><color=#FFB347>Sheriff</color></b>.\nIf the target was a passive neutral or a neutral killer not specified, you'll become the role defined in the settings.\nIf the target was a neutral killer of a select few, you'll become the role they are.","","",""
"MasochistInfoLong","(中立阵营):\n受虐狂的目的是被击杀n次才能获胜（房主设置）.\n你不会被赌，因为这会增加你的攻击次数","(Neutrals):\nAs the Masochist, your goal is to get attacked a few times to win.\n\nYou cannot be guessed, as that adds to your attack count.","","",""
"DoomsayerInfoLong","（中立阵营）："末日赌怪可以在会议期间猜测某个玩家的角色。如果是正确的，目标就会死亡，如果是错误的，就会自杀\n猜测指令为：/bt [玩家编号] [职业名]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。","(Neutrals):\nThe Doomsayer can guess the role of a certain player during the meeting.\nIf the Doomsayer guesses a certain number of roles (the number depends on the host settings) then he wins.\nThe guessing command is: /bt [player id] [role]\nYou can see the player's id before the player's name, or use the /id command to view the id of all players.","(Злой - Нейтрал):\nПредсказатель может угадывать роли определённых игроков во время встречи.\nЕсли он угадает определённое количество ролей, то он победит (Количество зависит от настроек Хоста).\nКоманда для угадываний: '/bt [Номер игрока] [Название Роли]'' \nПример: /bt 3 Стукач \nВы можете увидеть номер игрока перед его никнеймом, или же для просмотра номеров всех игроков нужно использовать команду ''/id''.","",""


"# 附加职业 / Add-ons descriptions"
"LastImpostorInfoLong","(附加职业):\n这个效果在内鬼仅剩一人时赋予该内鬼。使其击杀冷却缩短。","(Add-ons):\nThis effect is given to the last surviving Impostor. Reduces their kill cooldown.","(Атрибут):\nАтрибут, присваивается последнему Предателю. \nВремя отката убийства становится меньше, чем обычно. \nНе назначается Охотнику за головами, Серийному убийце или Вампиру.","(附加職業):\n這個效果只在偽裝者陣營只剩下一人時賦予該玩家，被賦予效果的玩家殺人冷卻將會縮短。","(附加职业):\n这个效果在内鬼仅剩一人时赋予该内鬼。使其击杀冷却缩短。"
"LoversInfoLong","(附加职业):\n恋人为两名玩家的组合。场上仅剩恋人时恋人获胜。恋人其中一人胜利时另一人也一起胜利。恋人可以看到对方名字旁有「♥」标志。恋人其中一人死亡则另一人殉情（根据房主设置可能不会殉情）。恋人其中一人在会议中被放逐时，另一人将死亡并变为不可以被报告的尸体。","(Add-ons),\nLovers are a combination of two players. The Lovers win when only the Lovers are left. When one of the Lovers wins, the other also wins together. Lovers can see the 「♥」 mark next to each other's name. If one of the Lovers dies, the other will die in love (may not die in love according to the host's settings). When one of the Lovers is exiled in the meeting, the other will die and become a dead body that cannot be reported.","(Атрибут):\nДополнительно с какой-либо ролью Любовники назначаются 2 случайных игрокам. \nЕсли оба любовника останутся живы, то они выиграют. \nКогда умрёт хотя бы один любовник, то моментально умрёт и второй. Они проиграют когда Члены Экипажа выполнят все задания.","(附加職業):\n戀人為兩名玩家的組合。戀人可以看到對方名字旁有「♥」圖標作為提示，當戀人其中一人死亡時則另一人殉情(根據房主設定可能不會殉情)。戀人其中一人在會議中被逐出時，另一人也將死亡並變成不可報告的屍體。當場上只剩下戀人時戀人將獲勝，戀人其中一人獲勝時另一人也一起獲勝。","(附加职业):\n恋人为两名玩家的组合。场上仅剩恋人时恋人获胜。恋人其中一人胜利时另一人也一起胜利。恋人可以看到对方名字旁有「♥」标志。恋人其中一人死亡则另一人殉情（根据房主设置可能不会殉情）。恋人其中一人在会议中被放逐时，另一人将死亡并变为不可以被报告的尸体。"
"MadmateInfoLong","(附加职业):\n只有船员会成为叛徒，叛徒需要帮助内鬼阵营获得胜利，当内鬼阵营失败时叛徒也会失败。叛徒与内鬼是否互知根据房主设定。\n\n摆烂人与网红不会成为叛徒，部分船员职业是否可以成为叛徒依据房主设定。此外，当以下职业成为叛徒后技能将发生变动：\n\n时间操控者 => 做任务减少会议时间。\n保镖 => 凶手是内鬼的时不发动技能。\n掷雷兵 => 闪光弹只对船员生效。\n警长 => 默认可以击杀任何人。（具体可以击杀的阵营根据房主设定）\n正义赌怪 => 可以猜测船员。\n告密者 => 完成任务后与内鬼互认。\n愚者 => 准确地看到所有邪恶中立以及带刀船员玩家显示为红名。\n法官 => 可以随意审判。","(Add-ons):\nOnly Crewmate can become Madmate. Madmate's task is to help the Impostors win the game, Madmate will lose if all Impostors are killed/ejected. Madmates may know who are Impostors and Impostors may know who are Madmates (host settings).\n\nLazy Guy, Celebrity can't become Madmate. Sheriff, Snitch, Vigilante, Mayor, and Judge may become Madmate (host settings). Skill changes when the following roles are converted into Madmates:\n\nTime Manager => Doing tasks will reduce meeting time.\nBodyguard => Skill won't activate if the killer is an Impostor.\nGrenadier => Flash bomb will work on Crewmates and Neutrals instead of the Impostors.\nSheriff => Can kill anyone including Impostors (host settings).\nVigilante => Can guess Crewmates and Neutrals\nPsychic => All evil Neutrals and Crewmates' names with the ability to kill will be displayed in Red.\nJudge => Can judge anyone.","(Атрибут):\nТолько Член Экипажа может стать Безумцем. Задача Безумца - помочь Предателям выиграть игру, Безумец проиграет, если все Предатели будут убиты/изгнаны. Безумцы могут знать, кто явялется Предателем, а Предатели могут знать, кто такие Безумцы (зависит от настройек Хоста).\n\nЛенивый Парень, Знаменитость не может стать Безумцем. Шериф, Стукач, Добрый Угадываетль, Мэр, Судья могут стать Безумцем (зависит от настройек Хоста). Навык меняется, когда следующие роли превращаются в Безумцев:\n\nМастер Времени => Выполнение заданий сокращает время встречи.\nТелохранитель => Навык не будет активен, если убийца Предатель.\nГренадер => Световая бомба будет работать на Членов Экипажа и Нейтралов, а не на Предателей.\nШериф => Может убить любого, включая Предателей (зависит от настройек Хоста).\nДобрый Угадываетль => Может угадывать Членов Экипажа и Нейтралов\nЭкстрасенс => Все злые имена Нейтралов и Членов Экипажа, которые способны убивать, будут отображаться красным цветом.\nСудья => Может судить кого угодно.","(附加職業):\n只有船員會成為叛徒，叛徒需要幫助偽裝者陣營獲勝，當偽裝者陣營失敗時叛徒也會失敗。根據房主設定，叛徒與偽裝者可能可以互認。\n\n擺爛人、告密者、網紅不會成為叛徒。此外，當以下職業成為叛徒之後技能將發生變動:\n\n時間大師 => 做任務減少會議時間。\n保鑣 => 兇手是偽裝者時不發動技能。\n擲彈兵 => 閃光彈只對船員生效。\n警長 => 預設可以殺死任何人。(具體可以殺死的陣營依據房主設定)\n正義賭怪 => 可以猜測船員。\n告密者 => 完成任務後與偽裝者互認。\n愚者 => 準確看到所有帶刀中立以及帶刀船員玩家顯示為紅名。\n法官 => 可以隨意審判。","(附加职业):\n只有船员会成为叛徒，叛徒需要帮助内鬼阵营获得胜利，当内鬼阵营失败时叛徒也会失败。叛徒与内鬼是否互知根据房主设定。\n\n摆烂人、告密者、网红不会成为叛徒。此外，当以下职业成为叛徒后技能将发生变动：\n\n诱饵 => 随机找人报告尸体。\n时间操控者 => 做任务减少会议时间。\n保镖 => 凶手是内鬼的时不发动技能。\n掷雷兵 => 闪光弹只对船员生效。\n警长 => 默认可以击杀任何人。（具体可以击杀的阵营根据房主设定）\n正义赌怪 => 可以猜测船员。\n告密者 => 完成任务后与内鬼互认。\n愚者 => 准确地看到所有邪恶中立以及带刀船员玩家显示为红名。\n法官 => 可以随意审判。"
"NtrInfoLong","(附加职业):\n当场上存在海王时，所有玩家将看到自己与海王为恋人关系，实际并不会一起殉情也不会改变胜利条件。请注意：恋人不会成为海王，海王也不会成为恋人。","(Add-ons):\nWhen there is Neptune, all players will see that they are Lovers with Neptune, and they will not die in love together and will not change the win conditions. Note: Lovers won't become Neptune, and Neptune won't become Lovers.","(Атрибут):\nКогда в игре будет Нептун, все игроки увидят, что они с Нептуном являются Любовниками, но на самом деле они не умрут вместе, и Нептун не может изменить условие победы. Пожалуйста, обратите внимание: Любовники не станут Нептунами, и Нептун не станет Любовником","(附加職業):\n當場上存在海王時，所有玩家將會看到自已與海王為戀人關係，但實際上並不會一起殉情也不會改變勝利條件。請注意: 戀人不會成為海王，而海王也不會成為戀人。","(附加职业):\n当场上存在海王时，所有玩家将看到自己与海王为恋人关系，实际并不会一起殉情也不会改变胜利条件。请注意：恋人不会成为海王，海王也不会成为恋人。"
"WatcherInfoLong","(附加职业):\n窥视者可以直接看到每个人投的票。","(Add-ons):\nDuring the meeting, Watcher can see everyone's votes.","(Атрибут):\nНаблюдатель может видеть все цвета голосов несмотря на анонимное голосование.","(附加職業):\n即使匿名投票設定為開啟狀態，觀察者依然可以在會議看到場上的投票","(附加职业):\n窥视者可以直接看到每个人投的票。"
"FlashmanInfoLong","(附加职业):\n闪电侠的初始移动速度比其他人快。（具体速度看房主设定）请注意：由于技术限制，闪电侠同理增速者，在其他人眼中为正常速度，所以会以闪现的方式移动。","(Add-ons):\nThe Flash's default movement speed is faster than others. (speed depends on the setting of the host) Note: Due to technical limitations, the Flash is the same as the Speed Booster, which is normal speed in the eyes of others, so they look like glitch.","(Атрибут):\nВ начале игры скорость Флэша выше, чем у других игроков. (Скорость зависит от настроек). Обратите внимание: Флэш имеет высокую скорость, но другие игроки увидят нормальную скорость, поэтому игроки с Флешом будут пинговаться. Не рекомендуется включать его.","(附加職業):\n閃電俠的初始移動速度會比其他人快(具體速度依房主設定)\n請注意: 由於技術限制，閃電俠與增速師為同一個模式運作，因此在其他人眼中為正常速度，並且以閃現的方式移動。","(附加职业):\n闪电侠的初始移动速度比其他人快。（具体速度看房主设定）请注意：由于技术限制，闪电侠同理增速者，在其他人眼中为正常速度，所以会以闪现的方式移动。"
"TorchInfoLong","(附加职业):\n只有船员会成为执灯人，执灯人视野范围很大且不受停电影响。","(Add-ons):\nOnly Crewmates will get Torch, who have increased vision and may not be affected by Lights Sabotage.","(Атрибут):\nУ Фонарика по умолчанию дальность обзора такое же как и у Предателей.","(附加職業):\n只有船員會成為小燈人，小燈人的視野範圍很大並且不受關燈影響。","(附加职业):\n只有船员会成为执灯人，执灯人视野范围很大且不受停电影响。"
"SeerInfoLong","(附加职业):\n每当有玩家死亡时，灵媒会看到杀戮闪烁（红光闪一下，可能伴随警报声）。","(Add-ons):\nWhenever a player dies, the Seer will see a kill-flash (a red flash, possibly accompanied by an alarm sound like sabotage).","(Атрибут):\nПровидец видит ''Вспышку Убийства'' каждый раз, когда игроки умирают.","(附加職業):\n每當有玩家死亡時，靈媒將會看到紅光提示(可能伴隨著警報聲)。","(附加职业):\n每当有玩家死亡时，灵媒会看到杀戮闪烁（红光闪一下，可能伴随警报声）。"
"BrakarInfoLong","(附加职业):\n放逐投票平票时，会优先驱逐破平者投票的目标。请注意：若多个破平者同时选择了不同的平票目标，则破平者的技能不会生效。","(Add-ons):\nWhen tie vote, priority will be given to the target voted by the Tiebreaker. Note: If multiple Tiebreaker choose different tie targets at the same time, the skills of the Tiebreaker will not take effect.","(Атрибут):\nКогда во время голосования происходит ничья, то у игрока с атрибутом Решающего приоритет голоса больше чем у остальных игроков, и поэтому при ничье будет изгнан тот, за кого проголосует игрок с атрибутом Решающего. Пожалуйста, обратите внимание: если несколько игроков с Решающим одновременно проголосуют за разные цели при ничье, навыки Решающего не сработают.","(附加職業):\n當場上出現平票時，將會優先逐出破平者投票給的人。\n請注意: 若多個破平者同時選擇了不同的平票玩家，則技能不會生效。","(附加职业):\n放逐投票平票时，会优先驱逐破平者投票的目标。请注意：若多个破平者同时选择了不同的平票目标，则破平者的技能不会生效。"
"ObliviousInfoLong","(附加职业):\n侦探和清理工不会成为胆小鬼。胆小鬼无法报告尸体。请注意：胆小鬼击杀诱饵还是会自动报告，此外胆小鬼可以照常成为骇客的替罪羊。","(Add-ons):\nDetective and Cleaners won't be Oblivious. Oblivious cannot report dead bodies. Note: Bait killed by Oblivious will still be reported automatically, and Oblivious can still be used as a scapegoat for the Anonymous.","(Атрибут):\nЗабывчивый не может репортить трупы. Пожалуйста, обратите внимание: Если у игрока есть роль Байта и атрибут Забывчевого то способность Байта сработает как обычно, и так же он может стать тем кто может зарепортить труп для Хакера. Детектив не может стать Забывчивым. Иначе бы он не смог зарепортить труп.","(附加職業):\n膽小鬼無法主動報告屍體，此外，由於某些特定職業需要用到報告按鈕來觸發技能，因此清理工，偵探，通靈師不會成為膽小鬼。\n請注意: 當膽小鬼殺死誘餌時還是會自動報告，並且膽小鬼也可以被駭客操控報告屍體。","(附加职业):\n侦探和清理工不会成为胆小鬼。胆小鬼无法报告尸体。请注意：胆小鬼击杀诱饵还是会自动报告，此外胆小鬼可以照常成为骇客的替罪羊。"
"BewilderInfoLong","(附加职业):\n内鬼不会成为迷惑者。迷惑者默认拥有较小的视野，当迷惑者被击杀时，凶手的视野将变得跟迷惑者一样小。","(Add-ons):\nImpostors won't be Bewilder. Bewilder may have a smaller/bigger vision depending on the host's settings. When the Bewilder is killed, the murderer's vision will become the same as the Bewilder's vision.","(Атрибут):\nПредатели не могут стать Расстеряным. Растерянный игрок по умолчанию имеет маленькое поле зрения. Но когда Растерянный игрок будет убит, то поле зрения убийцы станет таким же маленьким, как и у Рястерянного.","(附加職業):\n視障預設擁有較小的視野，當視障被殺死時，兇手的視野將變得跟視障一樣小。\n請注意: 偽裝者在分配職業的時候不會分配到該屬性。","(附加职业):\n内鬼不会成为迷惑者。迷惑者默认拥有“较”小的视野，当迷惑者被击杀时，凶手的视野将变得跟迷惑者一样小。"
"WorkhorseInfoLong","(附加职业)\n最先完成任务的玩家会成为加班狂，加班狂会拥有更多的任务。","(Add-ons):\nThe first player to complete all the tasks will become Workhorse, Workhorse will give the player extra tasks. The amount of additional tasks are set by the host.","(Атрибут):\nДополнительные задания присваиваются первому живому Игроку, который выполнил все задания. \nЕму назначаются дополнительные задания, необходимые для победы с помощью заданий. \nНе может присваиваться ролям которые не имеют заданий, или ролям со способностями которые активируются после выполнения заданий.","(附加職業):\n最先完成任務的玩家會成為加班狂，加班狂擁有更多的任務。","(附加职业)\n最先完成任务的玩家会成为加班狂，加班狂会拥有更多的任务。"
"FoolInfoLong","(附加职业)\n内鬼和修理工不会成为蠢蛋。蠢蛋无法修复任何破坏。","(Add-ons):\nImpostor and Mechanic won't be Fool. Fools can't repair any sabotage.","(Атрибут):\nПредатели и Ремонтник не могут стать глупцом. Глупец не сможет чинить саботажи","(附加職業):\n偽裝者和修理工不會成為蠢蛋。蠢蛋無法修理任何破壞。","(附加职业)\n内鬼和修理工不会成为蠢蛋。蠢蛋无法修复任何破坏。"
"AvangerInfoLong","(附加职业)\n可以设定内鬼是否可以成为复仇者。当复仇者被击杀时（被票出以及非常规击杀不算），复仇者会随机带走一名玩家。","(Add-ons):\nHost can set whether the Impostor can become an Avenger. When the Avenger is killed (voted out and unconventional kills are not counted), the Avenger will revenge a random player.","(Атрибут):\nКогда Мститель будет убит, Он позволит одному случайному игроку совершить самоубийство. В зависимости от настроек Хоста, Мститель может присвоиться Предателю. \nПожалуйста, обратите внимание: Навык Мстителя не сработает после того, как он будет изгнан.","(附加職業):\n當復仇者被殺死時(被票出或是非正常殺人方式不算)，復仇者會帶走隨機一名玩家。房主可以設定偽裝者是否可以成為復仇者。","(附加职业)\n可以设定内鬼是否可以成为复仇者。当复仇者被击杀时（被票出以及非常规击杀不算），复仇者会随机带走一名玩家。"
"YoutuberInfoLong","(附加职业)\n只有船员会成为UP主。当UP主是第一个在游戏中被击杀的玩家时，UP主会单独获得胜利，若UP主没有满足胜利条件，则UP主跟随船员阵营胜利。请注意：被放逐、被赌怪猜测等非直接击杀方式不会触发UP主的技能。","(Add-ons):\nOnly Crewmate will become YouTuber. When the YouTuber is the first player to be killed in the game, the YouTuber will win alone. If the YouTuber does not meet the win conditions, the YouTuber will follow the Crewmate to win. Note: Indirect killing methods such as being exiled, being guessed by the Guesser, etc. will not trigger the skills of the YouTuber.","(Атрибут):\nТолько Члены Экипажа могут стать Ютубером. Когда Ютубер становится первым игроком, убитым в игре, то он автоматически побеждает. Если Ютубер не соответствует условиям победы, Ютубер последует за командой к победе. Пожалуйста, обратите внимание: Изгнание, Угадывание и т.д., не активируют навыки Ютубера","(附加職業):\n當Youtuber為在遊戲中被首刀的玩家時，Youtuber會單獨獲勝，如果Youtuber沒有滿足勝利條件，則Youtuber與船員陣營獲勝。\n請注意:\n1. 只有船員會成為Youtuber\n2被逐出，被賭怪賭死等非直接殺人方式不會觸發Youtuber的技能。","(附加职业)\n只有船员会成为UP主。当UP主是第一个在游戏中被击杀的玩家时，UP主会单独获得胜利，若UP主没有满足胜利条件，则UP主跟随船员阵营胜利。请注意：被放逐、被赌怪猜测等非直接击杀方式不会触发UP主的技能。"
"EgoistInfoLong","(附加职业)\n叛徒与中立阵营不会成为利己主义者。利己主义者会抢夺自己阵营的胜利。","(Add-ons):\nMadmate and Neutrals won't be Egoist. If the Egoist's team wins, the Egoist wins instead of their team.","(Атрибут):\nПредатели и нейтралы не могут стать эгоистами. Эгоист украдет победу у своей же собственной команды","(附加職業):\n利己主義者會搶走自己陣營的勝利。請注意: 叛徒與中立陣營不會成為利己主義者。","(附加职业)\n叛徒与中立阵营不会成为利己主义者。利己主义者会抢夺自己阵营的胜利。"
"TicketsStealerInfoLong","(附加职业)\n只有除自爆兵和诡雷以外的内鬼会成为窃票者。窃票者每次击杀一个人都会增加自己本局的票数（增加数量根据房主设定，小数向下取整）。此外，窃票者额外的票是隐藏的。","(Add-ons):\nOnly Impostor other than Bombers and Trapsters will become Stealer. Every time a Stealer kills a person, he gets an additional vote (the vote number is set by the host, and the decimal is rounded down). Also, extra votes from the Stealer are hidden during meeting.","(Атрибут):\nТолько Предатель может стать Вором. Каждый раз, когда Вор убивает игрока, он увеличивает свое собственное количество голосов в игре (увеличение голосов устанавливается в соответствии с количеством голосов, а десятичная дробь округляется в меньшую сторону). Кроме того, дополнительные голоса Вора скрыты.","(附加職業):\n竊票者每次殺死一個人都會增加相對應的票數(增加的數量根據房主設定，無條件捨去成整數)。\n請注意:\n1. 自爆兵和陷阱師不會成為竊票者。\n2. 竊票者額外的票是隱藏的。","(附加职业)\n只有除自爆兵和诡雷以外的内鬼会成为窃票者。窃票者每次击杀一个人都会增加自己本局的票数（增加数量根据房主设定，小数向下取整）。此外，窃票者额外的票是隐藏的。"
"DualPersonalityInfoLong","(附加职业)\n中立和叛徒不会成为双重人格，计算其阵营人数时双重人格被视为两人。例如场上剩余一个内鬼和一个双重人格船员，则视为两名船员和一名内鬼，因此游戏不会结束。","(Add-ons):\nNeutrals and Madmates can't become Schizophrenic. Schizophrenic will be considered as 2 players in the game. Having at least one player as Schizophrenic won't end the game if there are only them and the Impostor left.","(Атрибут):\nНейтралы и Предатели не могут быть с Шизофринией. При подсчете количества игроков в их команде Шизофреник рассматривает как два игрока. Например, если в игре останется один Предатель и одна команда с Шизофринией, то это будет рассматриваться как два Члена Экипажа и один Предатель, поэтому игра не закончится пока Шизофреник не будет убит.","(附加職業):\n模組計算陣營人數時雙重人格被視為兩名玩家。請注意: 中立職業和叛徒不會成為雙重人格。","(附加职业)\n中立和叛徒不会成为双重人格，计算其阵营人数时双重人格被视为两人。例如场上剩余一个内鬼和一个双重人格船员，则视为两名船员和一名内鬼，因此游戏不会结束。"
"MimicInfoLong","(附加职业)\n只有除黑手党以外的内鬼会成为宝箱怪。宝箱怪死后，其他内鬼可以在会议上收到信息。信息包含了宝箱怪生前击杀的所有人的职业。","(Add-ons):\nOnly Impostor can become Mimic. When the Mimic is dead, other Impostors will receive a message once a meeting is called, this message will include information on roles who were killed by the Mimic.","(Атрибут):\nТолько Предатель может стать Мимиком. Когда Мимик умрёт, другие Предатели получат сообщение на собрании, это сообщение содержит роли, которые были убиты Предателем с атрибутом Мимика.","(附加職業):\n保險箱死後他的隊友會在會議上收到訊息，內容包括保險箱生前殺死的所有人的職業。請注意: 黑手黨不會成為保險箱。","(附加职业)\n只有除黑手党以外的内鬼会成为宝箱怪。宝箱怪死后，其他内鬼可以在会议上收到信息。信息包含了宝箱怪生前击杀的所有人的职业。"
"GuesserInfoLong","(附加职业)\n赌怪可以在会议时猜测某位玩家的职业，正确则击杀目标，错误则会自杀。\n猜测指令为：/bt [玩家编号] [职业名]\n您可以在玩家名字前看到该玩家的编号，或者使用/id指令查看所有玩家的编号。","(Add-ons):\nAs a guesser, guess roles of players in meetings to kill them.\nGuessing incorrectly kills you instead.\nThe guessing command is: /bt [player id] [role]\nYou can see the player's id before the player's name, or use the /id command to view the id of all players.","(Атрибут):\nУгадыватель может угадывать роли определённого игрока во время встречи. Если он угадает роль правильно, то он убьет эту цель, а если неправильно, то он совершит самоубийство. \nКоманда для угадываний: '/bt [Номер игрока] [Название Роли]'' \nПример: /bt 3 Байт \nВы можете увидеть номер игрока перед его никнеймом, или же для просмотра номеров всех игроков нужно использовать команду ''/id'' .","",""
"NecroviewInfoLong","(附加职业)\n死神可以在会议中看到死亡玩家的阵营\n- 紅星表示内鬼\n- 青色星表示船员\n- 灰色星表示中立","(Add-ons):\nThe Necroview can see the teams of dead players. The following info will be displayed on the dead player's name while in a meeting:\n- The Red name indicates the Impostors.\n- The Cyan name indicates the Crewmates.\n- The Gray name indicates the Neutrals.","(Атрибут):\nНекровил может видеть в какой команде был мертвый игрок. Информация будет отображаться рядом с никнеймом мертвого игрока во время встречи:\n– Красная звезда означает что он был в команде Предателей.\n– Голубая звезда означает что он был в команде Членов Экипажа.\n– Оранжевая звезда означает что он был в команде Нейтралов.","",""
"ReachInfoLong","(附加职业)\n只有拥有击杀键的玩家能持枪。持枪的玩家的击杀键交互距离比一般人长。","(Add-on)\nOnly roles with a kill button can get this add-on. You have the longest kill range possible in the game, unlike everyone else.","(Атрибут):\nДлиннолап имеет самую большую дальность убийства в игре, в отличие от всех остальных убийц.\nПримечание: Только роли с кнопкой убийства могут получить этот Атрибут.","(附加職業):\n只有擁有殺人鍵的玩家能具有長槍效果。具有長槍效果的玩家殺人距離會比一般人長。",""
"BaitInfoLong","(附加职业):\n诱饵被击杀时，击杀诱饵的凶手将被迫报告诱饵的尸体。但诱饵被清道夫或清理工击杀时技能会失效。","(Add-ons):\nWhen the Bait is killed, the murderer who killed the Bait will be forced to self-report the Bait's body. However, this won't happen when the Bait is killed by a Scavenger or a Cleaner. The report may have a delay according to Host's settings.","(Атрибут):\nКогда Байта убивают, он заставляет убившего игрока \nмоментально зарепортить ваш труп.","(附加職業):\n當誘餌被殺時，殺死誘餌的兇手將會立刻自行報告誘餌的屍體，但是當清道夫殺死誘餌時，誘餌不會觸發技能。","(附加职业):\n诱饵被击杀时，击杀诱饵的凶手将被迫报告诱饵的尸体。但诱饵被清道夫或清理工击杀时技能会失效。"
"TrapperInfoLong","(附加职业):\n陷阱师被击杀时，凶手一段时间内将不能移动。","(Add-ons):\nWhen Beartrap is killed, Beartrap immobilize killer for a configurable amount of time.","(Атрибут):\nПосле того как Капкан убьют, то его убийца будет обездвижен на несколько секунд. (время зависит от настроек)","(附加職業):\n當設陷者被殺時，那麼殺他的兇手將會一段時間內無法移動。","(船员阵营):\n陷阱师被击杀时，凶手一段时间内将不能移动。"
"CharmedInfoLong","(附加职业):\n魅魔小弟是通过被魅魔施魔法而获得的。\n一旦被迷住，你现在是魅魔的团队，不再是原来的团队","(Betrayal Add-ons):\nThe Charmed add-on is obtained by being charmed by the Cultist.\nOnce charmed, you are now on the Cultist's team and no longer on your original team.","(Предательский Атрибут):\nЗачарованного можно получить, будучи зачарованным Суккубом.\nПосле зачарования игрок будет состоять в команде Суккуба, а не в своей первоначальной команде.","",""
"InfectedInfoLong","(附加职业):\n受感染的附加职业是通过被感染者感染而获得的。\n一旦被感染，你就为感染者工作，而不是与你的原始团队一起获胜","(Betrayal Add-ons):\nThe Infected add-on is obtained by being infected by the Infectious.\nOnce infected, you work for the Infectious and do not win with your original team.","(Предательский Атрибут):\nАтрибут Заражённого можно получить, если вас заразил Заразный.\nПосле заразы вы работаете на Заразного и побеждаете с ним.","",""
"OnboundInfoLong","(附加职业):\n防堵在会议中就不会被猜死了","(Add-ons):\nWith the Onbound add-on, you cannot be guessed in meetings.","(Атрибут):\nУ Непобедимого невозможно угадать роль во время встречи","",""
"KnightedInfoLong","(附加职业):\n当君主骑士某人时，他们会获得额外的投票权","(Add-ons):\nWhen a Monarch knights someone, they get an extra vote.","(Атрибут):\nКогда Монарх посвящает кого-то, он получает дополнительный голос.","",""
